name	type	sub_type	entry	summary
	publication			J. O. D. Urbina 1989 Parameters in the Grammar of Basque: A Gb Approach to Basque Syntax
	publication			Aoi Shiraishi 2018 Discordances dans l'ellipse périphérique en français
	publication			Marcin Morzycki 2014 Comparatives and Their Kin
	publication			S. Yablo 2006 Non-catastrophic presupposition failure
	publication			Daniel Stelzer & Jonathan E. MacDonald & Zsuzsanna & Fagyal & Ander Beristain & Robin Turner 2022 How fast did Cicero speak? The speech rate of Classical Latin versus its Romance descendants
	publication			David R. Fiske 2010 Toward an evolutionary linguistic theory
	publication			Elaine Thomas 1978 A Grammatical Description of the Engenni Language
	publication			J. Perry 1979 The Problem Of The Essential Indexical
	publication			J. C. Foster 1990 A theory of word order in categorial grammar, with special reference to Spanish
	publication			Uc Davis 2016 as a the of and similar
	publication			泰介 西垣内 1987 Quantification in syntax
	publication			Masaaki Fuji 1998 Temporal Interpretation of Internally Headed Relative Clauses in Japanese *
	publication			Yuji Takano 2009 SCRAMBLING AND THE NATURE OF MOVEMENT
	publication			L. Heggie & F. Ordóñez 2005 Clitic and affix combinations : theoretical perspectives
	publication			Dawei Jin 2020 Folia Linguistica
	publication			J. Allwood 1976 The Complex NP Constraint as a Non-Universal Rule and Some Semantic Factors Influencing the Acceptability of Swedish Sentences which Violate the CNPC
	publication			M. Dickie 1976 On The Meaning of ε̉φήμερος
	publication			A. Kehler 1995 On the Constraints Imposed by RespectivelyMary DalrympleXerox
	publication			R. Clark 1990 Thematic Theory in Syntax and Interpretation
	publication			Joan Bresnan & R. Kaplan & S. Peters 2008 Cross-Serial Dependencies in Dutch Author ( s ) :
	publication			E. Selkirk & Koichi Tateishi 1991 Syntax and Downstep in Japanese
	publication			Vincent Danos 1990 La Logique Linéaire appliquée à l'étude de divers processus de normalisation (principalement du Lambda-calcul)
	publication			Ángel J. Gallego & Gonzalo Torrent Ballester 2007 Phase theory and parametric variation
	publication			M. Moortgat & D. Oehrle 1996 Structural Abstractions
	publication			Umut Özge 2012 Proceedings of the 8th Workshop on Altaic Formal Linguistics
	publication			Erik Zyman 2020 In situ mixed wh-coordination and the argument/adjunct distinction
	publication			Michael T. Putnam 2010 Exploring crash-proof grammars
	publication			Lorraine KOMISARJEVSKY TYLER 1981 SERIAL AND INTERACTIVE-PARALLEL THEORIES OF SENTENCE PROCESSING
	publication			Michael P. Mansbridge 2019 An Eye-tracking Investigation of Pre-head and Head-driven Processing for Scrambled Japanese Sentences Katsuo Tamaoka
FanselowĆavar2002	publication			G. Fanselow & D. Cavar  Distributed Deletion *
Szczegielniak2006	publication			Szczegielniak, Adam 2006 All sluiced up, but no alleviation in sight. Ms
Watanabe1971	publication			M. Watanabe 1971 Kokugo-koobun-ron (On Constructions in Japanese
	publication			Adrian Ziółkowski  Truth-conditional variability of color ascriptions: empirical results concerning the polysemy hypothesis 1
Sohn1995	publication			K.-W. Sohn 1995 Negative Polarity Items, Scope and Economy
Howard1969	publication			Howard, William A. 1969 The Formulae-as-Types Notion of Construction
Charlow2012	publication			Simon Charlow 2011 Cross-Categorial Donkeys
Cruse1977	publication			D. Cruse 1977 The pragmatics of lexical specificity
GawronKehler2004	publication			J. Gawron & A. Kehler 2004 The Semantics of Respective Readings, Conjunction, and Filler-Gap Dependencies
Heim1992	publication			I. Heim 1992 Presupposition Projection and the Semantics of Attitude Verbs
Kandybowicz2009	publication			Jason Kandybowicz 2009 Embracing edges: syntactic and phono-syntactic edge sensitivity in Nupe
KubotaLevine2019	publication			Yusuke Kubota & R. Levine 2019 Modal Auxiliaries and Negation: A Type-Logical Account
KunoTakamiWu1999	publication			S. Kuno & Ken-ichi Takami 1999 Quantifier Scope in English, Chinese, and Japanese
McCreadyOgata2006	publication			E. McCready & Norry Ogata 2007 Evidentiality, modality and probability
MorrillValentin2017	publication			G. Morrill & Oriol Valentín 2016 A reply to Kubota and Levine on gapping
Murphy1990	publication			G. Murphy 1990 Noun phrase interpretation and conceptual combination
Sag2010	publication			I. Sag 2010 English filler-gap constructions
vanRooy2003	publication			R. Rooy 2003 Negative Polarity Items in Questions: Strength as Relevance
Zimmermann2000	publication			T. Zimmermann 2000 Free Choice Disjunction and Epistemic Possibility
Adams1965	publication			Ernest Adams 1965 The logic of conditionals<sup>1</sup>
MessickThoms2016	publication			T. Messick & Gary Thoms 2016 Ellipsis, Economy, and the (Non)uniformity of Traces
CastroviejoMiró2019	publication			E. Castroviejo 2019 On wh-exclamatives and gradability: An argument from Romance
Rezac2003	publication			Milan Rezac 2003 The Fine Structure of Cyclic Agree
Boskovic1994	publication			Bošković, Željko 1994 D-Structure, theta-Criterion, and movement into theta-positions
CecchettoEA	publication			Cecchetto, Carlo and Cecchetto, Alessandra and Geraci, Carlo and Santoro, Mirko and Zucchi, Sandro  The syntax of predicate ellipsis in Italian Sign Language (LIS
González-Vilbazo2013	publication			González-Vilbazo, Kay and Bartlett, Laura and Downey, Sarah and Ebert, Shane and Heil, Jeanne and BradHoot, Bryan Koronkiewicz and Ramos, Sergio 2013 Methodological considerations incode-switching research
Harris2016b	publication			Harris, Jesse 2016 Processing ‘let alone’ coordination in silent reading
IatridouZeijlstra2013	publication			Iatridou, Sabine and Hedde Zeijlstra 2013 Negation, Polarity and Deontic Modals
KimuraNarita2021	publication			Hiroko Kimura and Hiroki Narita 2021 Compound Wh-Questions and Fragment Answers in Japanese: Implications for the Nature of Ellipsis
Li2005	publication			Li, Y.-H.Audrey 2005 VP-deletion and null objects
Martin2011	publication			Martin, Andrea E. and McElree, Brian 2011 Direct-access retrieval during sentencecomprehension: Evidence from sluicing
Nicol1994	publication			Nicol, Janet and Fodor, Janet Dean and Swinney, David 1994 Using cross-modal lexical decision tasks to investigate sentence processing
Takano2003	publication			Takano, Yuji 2003 Nominative objects in Japanese complex predicate constructions: A prolepsisanalysis
Takita2007	publication			Takita, Kensuke 2007 NP-internal honorification and N′-deletion in Japanese
SimpsonWu2002	publication			Andrew Simpson and Zoe Wu 2002 IP-raising, tone sandhi and the creation of particles: Evidence for cyclic spell-out
HooperThompson1973	publication			Joan B. Hooper and Sandra A. Thompson 1973 On the applicability of root transformations
	publication			Charles E. Caton 1959 STRAWSON ON REFERRING
	publication			B. Joseph 1980 Recovery of information in Relative Clauses: evidence from Greek and Hebrew
	publication			C. Clifton & L. Frazier 2016 Accommodation to an Unlikely Episodic State.
	publication			H. Kishimoto 2017 Negative polarity, A-movement, and clause architecture in Japanese
	publication			Eric H. Swanson 2011 On the Treatment of Incomparability in Ordering Semantics and Premise Semantics
	publication			R. Goldblatt 2003 Mathematical modal logic: A view of its evolution
	publication			B. Abbott 2015 An Information Packaging Approach to Presuppositions and Conventional Implicatures
	publication			Wout Van Praet & Lut Lams & Karel Naulaers 2024 Question design and stance-taking in political interviews in Flemish news media
	publication			Yonghui Wu & M. Schuster & Z. Chen & Quoc V. Le & Mohammad Norouzi & Wolfgang Macherey & M. Krikun & Yuan Cao & Qin Gao & Klaus Macherey & J. Klingner & Apurva Shah & Melvin Johnson & Xiaobing Liu & Lukasz Kaiser & Stephan Gouws & Yoshikiyo Kato & Taku Kudo & H. Kazawa & K. Stevens & George Kurian & Nishant Patil & Wei Wang & C. Young & Jason R. Smith & Jason Riesa & Alex Rudnick & O. Vinyals & G. Corrado & Macduff Hughes & J. Dean 2016 Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation
	publication			Tim Hunter & J. Lidz 2013 Conservativity and Learnability of Determiners
	publication			Xiaoying Song & Sharon Lisseth Perez & Xinchen Yu & Eduardo Blanco & Lingzi Hong 2025 Echoes of Discord: Forecasting Hater Reactions to Counterspeech
	publication			Maryia Fedzechkina & T. Jaeger & E. Newport 2012 Language learners restructure their input to facilitate efficient communication
	publication			A. Lee & K. Pearson 1897 ON THE RELATIVE VARIATION AND CORRELATION IN CIVILIZED AND UNCIVILIZED RACES.
	publication			Ž. Bošković 1995 Participle movement and second position cliticization in Serbo-Croatian
	publication			M. Baltin 2002 Movement to the Higher V Is Remnant Movement
	publication			Dong-woo Park 2018 An English VPE puzzle and a derivational approach to ellipsis
	publication			Nancy Ann Hedberg 2000 The Referential Status of Clefts.
	publication			K. Arregi & Asia Pietraszko 2020 The Ups and Downs of Head Displacement
	publication			Klaus Abels & A. Neeleman 2012 Linear Asymmetries and the LCA
	publication			Hirohisa Kiguchi & Rosalind Thornton 2016 Connectivity Effects in Pseudoclefts in Child Language
	publication			Youssef A. Haddad 2014 Attitude datives in Lebanese Arabic and the interplay of syntax and pragmatics
	publication			 2019 Index
	publication			Pauline Jacobson 2000 
	publication			A. Hulk & Els Verheugd 1992 'Something funny' in French
	publication			Myung-Kwan Park & Wooseung Lee 2023 Sentential Polarity under Ellipsis
	publication			C. Boeckx 2008 Linearization of chains and sideward movement (review)
	publication			Xiangdong Liu 2014 Expressions of Propositional Modality in Japanese and Chinese
	publication			Andrew Murphy 2021 Rightward verb movement: A reappraisal
	publication			S. Anderbois & Maksymilian Dąbkowski 2024 The Semantics and Expression of Apprehensional Modality
	publication			H. Haider 2004 Pre- and postverbal adverbials in OV and VO
	publication			Itamar Francez & Andrew J Koontz-Garboden 2015 Semantic variation and the grammar of property concepts
	publication			Eri Kurniawan & W. D. Davies 2015 Finiteness in Sundanese
	publication			Aaron Doliana & S. Sundaresan 2021 Proxy control
	publication			Benjamin Spector 2013 Bare Numerals and Scalar Implicatures
	publication			E. Villalta 2000 Spanish Subjunctive Clauses Require Ordered Alternatives
	publication			J. M. Toro & J. B. Trobalón & N. Sebastián-Gallés 2005 Effects of backward speech and speaker variability in language discrimination by rats.
	publication			Nomi Erteschik-Shir & G. Josefsson & Björn Köhnlein 2020 Variation in Mainland Scandinavian Object Shift: A Prosodic Analysis
	publication			Putri Icus Prihatini 2015 THE PHONETIC FEATURES OF THE SCOTTISH IMMIGRANT: MORPHOPHONEMIC PERSPECTIVE
	publication			Sjaak de Mey 1991 'Only' as a Determiner and as a Generalized Quantifier
	publication			Matthew Reeve 2011 The syntactic structure of English clefts
	publication			Hitomi Yanaka & K. Mineshima & Pascual Martínez-Gómez & D. Bekki 2017 Determining Semantic Textual Similarity using Natural Deduction Proofs
	publication			Yuki Kamide & D. Mitchell 1997 Relative Clause Attachment: Nondeterminism in Japanese Parsing
	publication			E. Gibson & S. Piantadosi & Kristina Fedorenko 2011 Using Mechanical Turk to Obtain and Analyze English Acceptability Judgments
	publication			J. Merchant 2000 Economy, The Copy Theory, and Antecedent-Contained Deletion
	publication			Yuji Takano 2019 Exploring Merge: A new form of sideward movement
	publication			M. McDaniel & P. Dunay & B. J. Lyman & M. Kerwin 1988 Effects of elaboration and relational distinctiveness on sentence memory.
	publication			Hajime Hoji 2010 Hypothesis testing in generative grammar: Evaluation of predicted schematic asymmetries
	publication			Ken Ramshøj Christensen & A. M. Nyvad 2022 The Island Is Still There: Experimental Evidence For The Inescapability Of Relative Clauses In English  *
	publication			E. Stabler 2004 Varieties of crossing dependencies: structure dependence and mild context sensitivity
	publication			R. Moot 2020 Proof-theoretic aspects of NL$λ$
	publication			Carmen Dobrovie-Sorin 1994 The syntax of Romanian : comparative studies in Romance
	publication			Betty J. Birner & Gregory Ward 2009 Information Structure and Syntactic Structure
	publication			Barkley Rosser 1941 On the Many-Valued Logics
	publication			S. Kuno & Ken-ichi Takami 1997 Remarks on negative Islands
	publication			R. Levine 1980 On the Lexical Origin of the Kwakwala Passive
	publication			P. Ackema & Maaike Schoorlemmer 1995 Middles and nonmovement
	publication			P. D. Groote 2000 Linear Higher-Order Matching Is NP-Complete
	publication			J. Witkoś 2021 Undoing Wh-Movement: On the Need for Multiple Copies
	publication			B. Lust 1981 Coordinating studies of coordination: a reply to Ardery
	publication			M. Owren & R. H. Bernacki 1988 The acoustic features of vervet monkey alarm calls.
orita-etal2025	publication			折田 奈甫, 藤井 友比呂, 小野 創 2025 言語能力は人工知能で解明できるか
Hilbert1939	publication			D. Hilbert & Paul Bernays 1970 Grundlagen der Mathematik II
Pietroski2005	publication			Paul M. Pietroski 2004 Events and Semantic Architecture
Mielke2008	publication			Jeff Mielke 2008 The Emergence of Distinctive Features
Amano2002	publication			Midori Amano 2002 Bun no imi to imi no sōzō [Sentential meaning and the creation of meaning
Kataoka2006	publication			Kiyoko Kataoka 2006 Nihongo-hitei-bun-no koozoo [Structure of negative sentences in Japa nese
Kenkyūkai2009	publication			 2009 Gendai Nihongo bunpō 5: Toritate, shudai [Focus and topic
Kubo1994	publication			Miori Kubo 1994 Japanese syntactic structure and their constructional meanings
